0.2 3 0
-0.155722 0.411575 -0.411575
-0.627317 0.957217 3.02
-0.276259 0.321167 5
-0.0989573 -7.02598e-05 6



0.2 3 0
0.53909 -1.01557 1.01557
0.708351 -1.52251 3.02
0.174045 -0.515475 5
-0.0958062 -0.00687181 6



0.2 3 0
1.00341 -0.739735 0.739735
1.49328 -1.19078 3.02
0.414918 -0.383321 5
-0.129711 0.0244873 6



0.2 3 0
1.03864 0.120865 -0.120865
1.95353 0.252717 3.02
0.558369 0.080743 5
-0.146256 -0.00611279 6



0.2 3 0
-0.015359 0.643513 -0.643513
-0.350167 1.64395 3.02
-0.182042 0.54582 5
-0.0971308 -0.00879122 6



0.2 3 0
-0.508956 0.323361 -0.323361
-1.3945 0.727267 3.02
-0.529434 0.241806 5
-0.0925295 -0.00337624 6



0.2 3 0
-0.358831 0.538978 -0.538978
-1.16698 1.31841 3.02
-0.452966 0.43743 5
-0.0923546 -0.00751147 6



0.2 3 0
-0.0706523 -0.00819468 0.00819468
-0.341629 -0.0163992 3.02
-0.181529 -0.00555623 5
-0.100669 -7.99797e-05 6



0.2 3 0
-0.355852 -1.46359 1.46359



0.2 3 0
1.5415 -1.61611 1.61611



0.2 3 0
0.0988619 0.645319 -0.645319
-0.0585706 1.64983 3.02
-0.0852159 0.547453 5
-0.0986731 -0.00930174 6



0.2 3 0
0.795621 0.588642 -0.588642
1.68698 1.46955 3.02
0.47845 0.474089 5
-0.131917 -0.0286719 6



0.2 3 0
0.155742 0.365364 -0.365364
0.0988728 0.834836 3.02
-0.0325471 0.280609 5
-0.0989208 0.000696827 6



0.2 3 0
1.27494 -0.258027 0.258027
2.18622 -0.476769 3.02
0.61223 -0.14786 5
-0.182714 0.0182556 6



0.2 3 0
0.175473 0.426102 -0.426102
0.142634 0.996596 3.02
-0.0179691 0.334065 5
-0.0990816 -0.000546996 6



0.2 3 0
0.728094 0.336586 -0.336586
