0.2 2 0
-0.123429 0.240828 -0.240828
-0.719265 0.684492 3
-0.366748 0.272885 5
-0.190489 0.0670811 6



0.2 2 0
0.297238 0.498998 -0.498998
0.523909 1.66222 3
0.126492 0.655142 5
-0.072216 0.151605 6



0.2 2 0
-0.141331 -0.488534 0.488534
-0.485806 -0.981571 3
-0.272314 -0.388571 5
-0.165569 -0.0920711 6



0.2 2 0
0.290738 0.346757 -0.346757
0.474424 1.04872 3
0.108032 0.415647 5
-0.0751634 0.0991117 6



0.2 2 0
0.533925 -0.713908 0.713908
0.815212 -1.31528 3
0.238602 -0.514038 5
-0.0497027 -0.113419 6



0.2 2 0
0.169499 0.53006 -0.53006
0.096252 1.803 3
-0.0420144 0.711549 5
-0.111148 0.165823 6



0.2 2 0
-0.727018 -0.830226 0.830226
-1.43771 -1.46671 3



0.2 2 0
0.114501 0.210902 -0.210902
-0.0389452 0.589409 3
-0.0955371 0.235144 5
-0.123833 0.058011 6



0.2 2 0
0.375652 0.335513 -0.335513
0.727647 1.00786 3
0.207756 0.398568 5
-0.0521896 0.0939235 6



0.2 2 0
0.17142 -0.0329912 0.0329912
0.129709 -0.0811396 3
-0.0281895 -0.0324101 5
-0.107139 -0.00804536 6



0.2 2 0
-0.183545 -0.0450863 0.0450863
-0.737724 -0.110231 3
-0.374603 -0.0440195 5
-0.193042 -0.0109139 6



0.2 2 0
0.697455 -0.143504 0.143504
1.36038 -0.334742 3
0.451669 -0.130825 5
-0.0026858 -0.0288669 6



0.2 2 0
0.294727 -0.372744 0.372744
0.399614 -0.78547 3
0.0782976 -0.311145 5
-0.0823606 -0.073983 6



0.2 2 0
0.375396 0.378145 -0.378145
0.740725 1.16578 3
0.212554 0.460432 5
-0.0515314 0.107758 6



0.2 2 0
0.582533 0.365381 -0.365381
1.3701 1.11763 3
0.456555 0.437684 5
-0.000217615 0.0977102 6



0.2 2 0
0.468323 0.449117 -0.449117
1.06506 1.44794 3
0.338176 0.568505 5
-0.025268 0.128787 6



0.2 2 0
0.209897 0.342523 -0.342523
0.229856 1.03326 3
0.0112782 0.410319 5
-0.0980109 0.0988467 6



0.2 2 0
0.654036 -0.114144 0.114144
1.27381 -0.269954 3
0.419308 -0.105817 5
-0.00794089 -0.0237483 6



0.2 2 0
-0.352292 0.242086 -0.242086
-1.37087 0.688559 3
-0.623804 0.273141 5
-0.25027 0.0654315 6



0.2 2 0
-0.502594 -0.765316 0.765316
-1.07037 -1.38378 3
-0.499078 -0.541786 5
-0.213433 -0.120791 6



0.2 2 0
-0.149233 0.486758 -0.486758
-0.953924 1.60833 3
-0.457256 0.63606 5
-0.208923 0.149925 6



0.2 2 0
0.307754 -0.808109 0.808109
0.391862 -1.43888 3
0.0741718 -0.566105 5
-0.0846735 -0.129716 6



0.2 2 0
0.0320242 -0.512014 0.512014
-0.134345 -1.01913 3
-0.133184 -0.403447 5
-0.132603 -0.0956053 6



0.2 2 0
0.232019 0.108456 -0.108456
0.284638 0.286686 3
0.0335114 0.114328 5
-0.0920521 0.0281489 6



0.2 2 0
0.0755594 0.283056 -0.283056
-0.16239 0.824303 3
-0.144704 0.328441 5
-0.135861 0.0805102 6



0.2 2 0
0.312651 -0.427761 0.427761
0.432005 -0.880978 3
0.0907845 -0.348277 5
-0.079826 -0.0819259 6



0.2 2 0
0.81258 0.207589 -0.207589
1.90882 0.579077 3
0.659368 0.224302 5
0.0346441 0.0469143 6



0.2 2 0
-0.066872 0.489015 -0.489015
-0.683106 1.6182 3
-0.35034 0.640403 5
-0.183957 0.151506 6



0.2 2 0
0.6997 0.0662539 -0.0662539
1.49205 0.17131 3
0.503365 0.066979 5
0.00902212 0.0148136 6



0.2 2 0
-0.525797 -0.0821367 0.0821367
-1.54291 -0.197241 3
-0.689159 -0.077873 5
-0.262282 -0.0181889 6



0.2 2 0
0.0204922 -0.387584 0.387584
-0.175919 -0.811666 3
-0.149915 -0.322578 5
-0.136913 -0.0780339 6



0.2 2 0
1.16459 -1.01265 1.01265



0.2 2 0
0.0590787 0.10931 -0.10931
-0.172672 0.289076 3
-0.14902 0.115548 5
-0.137193 0.0287841 6



0.2 2 0
0.867541 -0.0939581 0.0939581
1.79397 -0.224355 3
0.612916 -0.0866567 5
0.0223894 -0.0178074 6



0.2 2 0
-0.0497484 0.0759956 -0.0759956
-0.449033 0.197493 3
-0.259545 0.0789672 5
-0.164801 0.0197042 6



0.2 2 0
0.284486 0.486242 -0.486242
0.479062 1.60608 3
0.108975 0.633549 5
-0.0760677 0.147285 6



0.2 2 0
0.807345 0.0692019 -0.0692019
1.77278 0.179206 3
0.607952 0.0695432 5
0.0255372 0.014712 6



0.2 2 0
0.473865 -0.494619 0.494619
0.748912 -0.991371 3
0.21402 -0.389209 5
-0.0534254 -0.088128 6



0.2 2 0
-0.0991681 0.51822 -0.51822
-0.809489 1.74864 3
-0.399889 0.691017 5
-0.195089 0.162206 6



0.2 2 0
-0.569696 -0.231118 0.231118
-1.52491 -0.517943 3
-0.679652 -0.203674 5
-0.257023 -0.0465403 6



0.2 2 0
1.02446 -0.978574 0.978574



0.2 2 0
0.612279 0.51237 -0.51237
1.58569 1.7221 3



0.2 2 0
0.226158 -0.60704 0.60704
0.250167 -1.16423 3
0.0185882 -0.458811 5
-0.0972013 -0.106101 6



0.2 2 0
-0.071138 -0.885348 0.885348
-0.269853 -1.53421 3
-0.186703 -0.606646 5
-0.145128 -0.142862 6



0.2 2 0
-0.0574533 -0.124091 0.124091
-0.406032 -0.292103 3
-0.242273 -0.116741 5
-0.160394 -0.0290595 6



0.2 2 0
-0.716032 -1.09549 1.09549



0.2 2 0
0.275904 0.18421 -0.18421
0.409011 0.507245 3
0.0827812 0.201877 5
-0.0803338 0.0491929 6



0.2 2 0
0.590621 0.445254 -0.445254
1.45622 1.43192 3



0.2 2 0
-0.0239083 0.101747 -0.101747
-0.389775 0.268001 3
-0.235831 0.107147 5
-0.15886 0.0267191 6



0.2 2 0
0.375063 0.183643 -0.183643
0.681908 0.505527 3
0.190591 0.200601 5
-0.0550669 0.0481376 6



0.2 2 0
-0.0649349 0.495333 -0.495333
-0.680377 1.64599 3
-0.349193 0.651239 5
-0.183601 0.153865 6



0.2 2 0
0.689176 0.363409 -0.363409
1.6945 1.11026 3



0.2 2 0
0.698487 -0.278118 0.278118
1.29408 -0.610412 3
0.424778 -0.238103 5
-0.00986998 -0.0519481 6



0.2 2 0
-0.194468 0.25994 -0.25994
-0.933489 0.746928 3
-0.451611 0.297344 5
-0.210672 0.0725511 6



0.2 2 0
-0.297788 0.126856 -0.126856
-1.12875 0.338617 3
-0.529326 0.134795 5
-0.229614 0.0328836 6



0.2 2 0
0.261045 -0.00342171 0.00342171
0.352352 -0.00853965 3
0.0604969 -0.0034051 5
-0.0854306 -0.000837829 6



0.2 2 0
-0.232619 -0.112893 0.112893
-0.823761 -0.267152 3
-0.408491 -0.106532 5
-0.200856 -0.0262224 6



0.2 2 0
0.172052 -0.713949 0.713949
0.14851 -1.31533 3
-0.0215314 -0.517849 5
-0.106552 -0.119107 6



0.2 2 0
-0.630054 -0.743691 0.743691
-1.31266 -1.35527 3
-0.591745 -0.528359 5
-0.231288 -0.114901 6



0.2 2 0
-0.0690938 -0.328079 0.328079
-0.377931 -0.704613 3
-0.230427 -0.280456 5
-0.156675 -0.068377 6



0.2 2 0
-0.0271183 0.502102 -0.502102
-0.558123 1.67602 3
-0.300794 0.663036 5
-0.17213 0.156544 6



0.2 2 0
0.0181098 0.459739 -0.459739
-0.390452 1.4924 3
-0.234731 0.591418 5
-0.15687 0.140925 6



0.2 2 0
-0.527604 -0.750284 0.750284
-1.12278 -1.36401 3
-0.519152 -0.533505 5
-0.217338 -0.118251 6



0.2 2 0
-0.0639862 -0.174326 0.174326
-0.407053 -0.400873 3
-0.242565 -0.160097 5
-0.16032 -0.0397083 6



0.2 2 0
-0.677972 -0.474979 0.474979
-1.57369 -0.959562 3
-0.692342 -0.373377 5
-0.251666 -0.0802837 6



0.2 2 0
-0.224627 0.214555 -0.214555
-0.989136 0.600846 3
-0.473914 0.239281 5
-0.216302 0.0584984 6



0.2 2 0
-0.0503711 0.024625 -0.024625
-0.433731 0.06233 3
-0.253467 0.0249284 5
-0.163335 0.00622756 6



0.2 2 0
0.449038 0.0214792 -0.0214792
0.829353 0.054281 3
0.248655 0.0215104 5
-0.0416943 0.00512509 6



0.2 2 0
0.575652 0.296273 -0.296273
1.30244 0.869486 3
0.431191 0.341262 5
-0.00443457 0.0771493 6



0.2 2 0
